Identification :	anonyme	 Operateur : 	Régis	 Id tablette : 	612374849	 Id Curseur : 	 ??? 
2019-02-20	 11-46-25
Fichier origine : 	C:\Users\utilisateur\Desktop\lettre a ecriture normale
Nb segments :	1
Seg	 Num	 X /100 mm	 Y /100 mm	 Interv ms	 Time ms	 Tip 	P	 Az 	 Al
0	83	14774	9222	7	639	1	487	122	50
0	84	14742	9069	8	647	1	491	122	50
0	85	14720	8910	7	654	1	492	122	50
0	86	14707	8748	8	662	1	493	121	51
0	87	14704	8584	7	669	1	498	121	51
0	88	14704	8421	8	677	1	500	121	51
0	89	14706	8258	7	684	1	501	120	51
0	90	14726	8096	8	692	1	499	120	51
0	91	14752	7944	7	699	1	499	119	51
0	92	14790	7803	8	707	1	499	119	51
0	93	14836	7676	7	714	1	497	117	52
0	94	14890	7565	8	722	1	494	117	52
0	95	14952	7466	7	729	1	493	117	52
0	96	15020	7388	8	737	1	491	117	52
0	97	15093	7331	7	744	1	485	116	52
0	98	15168	7298	8	752	1	482	115	51
0	99	15246	7294	7	759	1	480	115	51
0	100	15326	7303	8	767	1	479	115	51
0	101	15402	7361	7	774	1	479	114	51
0	102	15477	7453	8	782	1	477	114	51
0	103	15551	7574	7	789	1	474	113	51
0	104	15624	7726	8	797	1	473	113	51
0	105	15698	7903	7	804	1	474	113	51
0	106	15772	8098	8	812	1	474	113	51
0	107	15844	8306	8	820	1	474	115	51
0	108	15914	8522	7	827	1	476	115	51
0	109	15983	8738	8	835	1	472	115	51
0	110	16051	8950	7	842	1	470	116	52
0	111	16118	9157	8	850	1	468	117	52
0	112	16180	9349	7	857	1	468	117	52
0	113	16238	9525	8	865	1	471	119	51
0	114	16290	9683	7	872	1	471	120	52
0	115	16332	9817	8	880	1	472	121	52
0	116	16365	9923	7	887	1	474	121	52
0	117	16388	10004	8	895	1	477	122	51
0	118	16400	10061	7	902	1	479	122	51
0	119	16403	10099	8	910	1	485	124	52
0	120	16403	10122	7	917	1	491	124	52
0	121	16403	10133	8	925	1	499	124	52
0	122	16403	10133	7	932	1	501	126	51
0	123	16400	10128	8	940	1	499	126	51
0	124	16389	10089	7	947	1	497	126	51
0	125	16372	10020	8	955	1	497	126	51
0	126	16352	9918	7	962	1	498	126	51
0	127	16333	9790	8	970	1	501	126	51
0	128	16314	9640	7	977	1	505	126	51
0	129	16296	9485	8	985	1	507	126	51
0	130	16280	9330	7	992	1	513	126	51
0	131	16268	9176	8	1000	1	517	126	51
0	132	16256	9021	7	1007	1	519	126	51
0	133	16245	8854	8	1015	1	523	126	51
0	134	16235	8682	7	1022	1	528	124	52
0	135	16225	8502	8	1030	1	530	124	52
0	136	16218	8317	7	1037	1	531	124	52
0	137	16216	8134	8	1045	1	532	123	52
0	138	16216	7956	8	1053	1	534	123	52
0	139	16216	7787	7	1060	1	536	123	52
0	140	16233	7628	8	1068	1	537	122	53
0	141	16256	7480	7	1075	1	540	122	53
0	142	16288	7339	8	1083	1	539	121	53
0	143	16329	7211	7	1090	1	539	121	53
0	144	16377	7099	8	1098	1	540	119	53
0	145	16434	7004	7	1105	1	535	119	53
0	146	16499	6927	8	1113	1	533	118	54
0	147	16575	6866	7	1120	1	534	118	54
0	148	16664	6823	8	1128	1	539	118	54
0	149	16768	6800	7	1135	1	547	116	53
0	150	16880	6798	8	1143	1	557	116	53
0	151	17002	6802	7	1150	1	572	116	53
0	152	17136	6842	8	1158	1	589	116	53
0	153	17282	6899	7	1165	1	615	116	53
0	154	17449	6973	8	1173	1	636	116	53
0	155	17624	7061	7	1180	1	648	117	54
0	156	17804	7157	8	1188	1	649	117	54
0	157	17982	7260	7	1195	1	634	117	54
0	158	18150	7365	8	1203	1	585	117	54
0	159	18310	7469	7	1210	1	486	117	55
0	160	18448	7573	8	1218	1	168	117	55
0	161	18448	7573	7	1225	0	0	117	55
0	162	18632	7775	8	1233	0	0	118	56
0	163	18669	7868	7	1240	0	0	118	56
0	164	18675	7948	8	1248	0	0	119	56
0	165	18674	8018	7	1255	0	0	119	58
0	166	18629	8075	8	1263	0	0	119	60
0	167	18629	8075	7	1270	0	0	119	60
